id,title,actor,writer,genre,country,director,rating,score,year,release,runtime
5178,Legion,Paul Bettany,Peter Schink,Action,USA,Scott Stewart,R,5.2,2010,1-22-2010,100
5179,Tooth Fairy,Dwayne Johnson,Lowell Ganz,Comedy,USA,Michael Lembeck,PG,5,2010,1-22-2010,101
5180,Extraordinary Measures,Brendan Fraser,Robert Nelson Jacobs,Drama,USA,Tom Vaughan,PG,6.5,2010,1-22-2010,106
5181,When in Rome,Kristen Bell,David Diamond,Comedy,USA,Mark Steven Johnson,PG-13,5.6,2010,1-29-2010,91
5182,Edge of Darkness,Mel Gibson,William Monahan,Crime,UK,Martin Campbell,R,6.6,2010,1-29-2010,117
5183,A Single Man,Colin Firth,Christopher Isherwood,Drama,USA,Tom Ford,R,7.6,2009,2-5-2010,99
5184,An Education,Carey Mulligan,Lynn Barber,Drama,UK,Lone Scherfig,PG-13,7.3,2009,2-5-2010,100
5185,Crazy Heart,Jeff Bridges,Scott Cooper,Drama,USA,Scott Cooper,R,7.3,2009,2-5-2010,112
5186,Dear John,Channing Tatum,Jamie Linden,Drama,USA,Lasse Hallström,PG-13,6.3,2010,2-5-2010,108
5187,París en la Mira,John Travolta,Adi Hasak,Action,France,Pierre Morel,R,6.5,2010,2-5-2010,92
5188,Mother of Tears,Asia Argento,Jace Anderson,Horror,Italy,Dario Argento,R,5.1,2007,2-10-2010,102
5189,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman,Craig Titley,Adventure,UK,Chris Columbus,PG,5.9,2010,2-12-2010,118
5190,Valentine's Day,Julia Roberts,Katherine Fugate,Comedy,USA,Garry Marshall,PG-13,5.7,2010,2-12-2010,125
5191,The Wolfman,Benicio Del Toro,Andrew Kevin Walker,Drama,USA,Joe Johnston,R,5.8,2010,2-12-2010,103
5192,My Name Is Khan,Shah Rukh Khan,Shibani Bathija,Adventure,India,Karan Johar,PG-13,8,2010,2-12-2010,165
5193,The Good Guy,Alexis Bledel,Julio DePietro,Comedy,USA,Julio DePietro,R,5.9,2009,2-19-2010,100
5194,Shutter Island,Leonardo DiCaprio,Laeta Kalogridis,Mystery,USA,Martin Scorsese,R,8.1,2010,2-19-2010,138
5195,The Last Station,Helen Mirren,Michael Hoffman,Biography,UK,Michael Hoffman,R,7,2009,2-26-2010,112
5196,The Crazies,Radha Mitchell,Scott Kosar,Horror,USA,Breck Eisner,R,6.5,2010,2-26-2010,101
5197,Cop Out,Bruce Willis,Robb Cullen,Action,USA,Kevin Smith,R,5.6,2010,2-26-2010,107
5198,The White Ribbon,Christian Friedel,Michael Haneke,Drama,Germany,Michael Haneke,R,7.8,2009,3-5-2010,144
5199,Brooklyn's Finest,Richard Gere,Michael C. Martin,Crime,USA,Antoine Fuqua,R,6.7,2009,3-5-2010,132
5200,Alice in Wonderland,Mia Wasikowska,Linda Woolverton,Adventure,USA,Tim Burton,PG,6.5,2010,3-5-2010,108
5201,She's Out of My League,Jay Baruchel,Sean Anders,Comedy,USA,Jim Field Smith,R,6.4,2010,3-12-2010,100
5202,Remember Me,Robert Pattinson,Will Fetters,Drama,USA,Allen Coulter,PG-13,7.2,2010,3-12-2010,113
5203,Green Zone,Matt Damon,Brian Helgeland,Action,UK,Paul Greengrass,R,6.8,2010,3-12-2010,115
5204,Elektra Luxx,Joseph Gordon-Levitt,Sebastian Gutierrez,Comedy,USA,Sebastian Gutierrez,R,5.1,2010,3-14-2010,100
5205,Diary of a Wimpy Kid,Zachary Gordon,Jackie Filgo,Comedy,USA,Thor Freudenthal,PG,6.2,2010,3-19-2010,100
5206,The Ghost Writer,Ewan McGregor,Robert Harris,Drama,France,Roman Polanski,PG-13,7.2,2010,3-19-2010,128
5207,The Bounty Hunter,Jennifer Aniston,Sarah Thorp,Action,USA,Andy Tennant,PG-13,5.5,2010,3-19-2010,110
5208,The Runaways,Kristen Stewart,Floria Sigismondi,Biography,USA,Floria Sigismondi,R,6.6,2010,3-19-2010,106
5209,Repo Men,Jude Law,Eric Garcia,Action,USA,Miguel Sapochnik,R,6.3,2010,3-19-2010,111
5210,Boy,James Rolleston,Taika Waititi,Comedy,New Zealand,Taika Waititi,NOT RATED,7.5,2010,3-25-2010,87
5211,Chloe,Julianne Moore,Erin Cressida Wilson,Drama,USA,Atom Egoyan,R,6.3,2009,3-26-2010,96
5212,A Prophet,Tahar Rahim,Thomas Bidegain,Crime,France,Jacques Audiard,R,7.9,2009,3-26-2010,155
5213,Perrier's Bounty,Gabriel Byrne,Mark O'Rowe,Action,Ireland,Ian Fitzgibbon,R,6.4,2009,3-26-2010,88
5214,How to Train Your Dragon,Jay Baruchel,William Davies,Animation,USA,Dean DeBlois,PG,8.1,2010,3-26-2010,98
5215,Greenberg,Ben Stiller,Jennifer Jason Leigh,Comedy,USA,Noah Baumbach,R,6.1,2010,3-26-2010,107
5216,Hot Tub Time Machine,John Cusack,Josh Heald,Comedy,USA,Steve Pink,R,6.4,2010,3-26-2010,101
5217,Valhalla Rising,Mads Mikkelsen,Nicolas Winding Refn,Adventure,Denmark,Nicolas Winding Refn,NOT RATED,6,2009,3-31-2010,93
5218,The Last Song,Miley Cyrus,Nicholas Sparks,Drama,USA,Julie Anne Robinson,PG,5.9,2010,3-31-2010,100
5219,Outlander,Jim Caviezel,Dirk Blackman,Action,USA,Howard McCain,R,6.3,2008,4-1-2010,115
5220,Hatchet,Kane Hodder,Adam Green,Comedy,USA,Adam Green,R,5.7,2006,4-2-2010,84
5221,Clash of the Titans,Sam Worthington,Travis Beacham,Action,USA,Louis Leterrier,PG-13,5.8,2010,4-2-2010,106
5222,Date Night,Steve Carell,Josh Klausner,Comedy,USA,Shawn Levy,PG-13,6.3,2010,4-9-2010,88
5223,Kick-Ass,Aaron Taylor-Johnson,Jane Goldman,Action,UK,Matthew Vaughn,R,7.7,2010,4-16-2010,117
5224,Death at a Funeral,Chris Rock,Dean Craig,Comedy,USA,Neil LaBute,R,5.7,2010,4-16-2010,92
5225,The Joneses,Demi Moore,Randy T. Dinzler,Drama,USA,Derrick Borte,R,6.5,2009,4-23-2010,96
5226,The Losers,Idris Elba,Peter Berg,Action,USA,Sylvain White,PG-13,6.4,2010,4-23-2010,97
5227,The Back-up Plan,Jennifer Lopez,Kate Angelo,Comedy,USA,Alan Poul,PG-13,5.3,2010,4-23-2010,104
5228,The Human Centipede (First Sequence),Dieter Laser,Tom Six,Horror,Netherlands,Tom Six,R,4.4,2009,4-28-2010,92
5229,Ip Man 2,Donnie Yen,Tai-lee Chan,Action,Hong Kong,Wilson Yip,R,7.6,2010,4-29-2010,108
5230,The Girl with the Dragon Tattoo,Michael Nyqvist,Nikolaj Arcel,Drama,Sweden,Niels Arden Oplev,R,7.8,2009,4-30-2010,152
5231,City Island,Andy Garcia,Raymond De Felitta,Comedy,USA,Raymond De Felitta,PG-13,7.4,2009,4-30-2010,104
5232,The Disappearance of Alice Creed,Gemma Arterton,J Blakeson,Crime,UK,J Blakeson,R,6.8,2009,4-30-2010,100
5233,A Nightmare on Elm Street,Jackie Earle Haley,Wesley Strick,Horror,USA,Samuel Bayer,R,5.2,2010,4-30-2010,95
5234,Furry Vengeance,Brendan Fraser,Michael Carnes,Comedy,USA,Roger Kumble,PG,3.8,2010,4-30-2010,100
5235,Enter the Void,Nathaniel Brown,Gaspar Noé,Drama,France,Gaspar Noé,NOT RATED,7.3,2009,5-5-2010,161
5236,Survival of the Dead,Alan Van Sprang,George A. Romero,Comedy,USA,George A. Romero,R,4.9,2009,5-6-2010,90
5237,Iron Man 2,Robert Downey Jr.,Justin Theroux,Action,USA,Jon Favreau,PG-13,7,2010,5-7-2010,124
5238,Four Lions,Will Adamsdale,Christopher Morris,Comedy,UK,Christopher Morris,R,7.3,2010,5-7-2010,97
5239,Defendor,Woody Harrelson,Peter Stebbings,Comedy,Canada,Peter Stebbings,R,6.8,2009,5-13-2010,101
5240,Harry Brown,Michael Caine,Gary Young,Action,UK,Daniel Barber,R,7.2,2009,5-14-2010,103
5241,Robin Hood,Russell Crowe,Brian Helgeland,Action,USA,Ridley Scott,PG-13,6.7,2010,5-14-2010,140
5242,Letters to Juliet,Amanda Seyfried,Jose Rivera,Adventure,USA,Gary Winick,PG,6.6,2010,5-14-2010,100
5243,The Secret in Their Eyes,Ricardo Darín,Eduardo Sacheri,Drama,Argentina,Juan José Campanella,R,8.2,2009,5-21-2010,129
5244,Shrek Forever After,Mike Myers,William Steig,Animation,USA,Mike Mitchell,PG,6.3,2010,5-21-2010,93
5245,MacGruber,Will Forte,Will Forte,Action,USA,Jorma Taccone,R,5.5,2010,5-21-2010,90
5246,Kites: Más allá de las fronteras,Kangana Ranaut,Anurag Basu,Action,India,Anurag Basu,NOT RATED,6.1,2010,5-21-2010,123
5247,The Romantics,Katie Holmes,Galt Niederhoffer,Comedy,USA,Galt Niederhoffer,PG-13,5.1,2010,5-26-2010,100
5248,Sex and the City 2,Sarah Jessica Parker,Michael Patrick King,Comedy,USA,Michael Patrick King,R,4.4,2010,5-27-2010,146
5249,Prince of Persia: The Sands of Time,Jake Gyllenhaal,Boaz Yakin,Action,USA,Mike Newell,PG-13,6.6,2010,5-28-2010,116
5250,Animal Kingdom,James Frecheville,David Michôd,Crime,Australia,David Michôd,R,7.3,2010,6-3-2010,113
5251,Splice: experimento mortal,Adrien Brody,Vincenzo Natali,Drama,Canada,Vincenzo Natali,R,5.8,2009,6-4-2010,104
5252,Get Him to the Greek,Jonah Hill,Nicholas Stoller,Comedy,USA,Nicholas Stoller,R,6.4,2010,6-4-2010,109
5253,Frozen,Shawn Ashmore,Adam Green,Thriller,USA,Adam Green,R,6.2,2010,6-4-2010,93
5254,Killers,Katherine Heigl,Bob DeRosa,Action,USA,Robert Luketic,PG-13,5.4,2010,6-4-2010,100
5255,Marmaduke,Owen Wilson,Tim Rasmussen,Comedy,USA,Tom Dey,PG,4.2,2010,6-4-2010,100
5256,The A-Team,Liam Neeson,Joe Carnahan,Action,USA,Joe Carnahan,PG-13,6.8,2010,6-11-2010,117
5257,The Karate Kid,Jackie Chan,Christopher Murphey,Action,USA,Harald Zwart,PG,6.2,2010,6-11-2010,140
5258,Black Death,Eddie Redmayne,Dario Poloni,Action,Germany,Christopher Smith,R,6.4,2010,6-11-2010,102
5259,Toy Story 3,Tom Hanks,John Lasseter,Animation,USA,Lee Unkrich,G,8.3,2010,6-18-2010,103
5260,Jonah Hex,Josh Brolin,Mark Neveldine,Action,USA,Jimmy Hayward,PG-13,4.7,2010,6-18-2010,81
5261,Wild Target,Bill Nighy,Lucinda Coxon,Action,UK,Jonathan Lynn,PG-13,6.9,2010,6-18-2010,98
5262,Knight and Day,Tom Cruise,Patrick O'Neill,Action,USA,James Mangold,PG-13,6.3,2010,6-23-2010,109
5263,Solitary Man,Michael Douglas,Brian Koppelman,Comedy,USA,Brian Koppelman,R,6.4,2009,6-25-2010,90
5264,Grown Ups,Adam Sandler,Adam Sandler,Comedy,USA,Dennis Dugan,PG-13,6,2010,6-25-2010,102
5265,The Twilight Saga: Eclipse,Kristen Stewart,Melissa Rosenberg,Adventure,USA,David Slade,PG-13,4.9,2010,6-30-2010,124
5266,The Last Airbender,Noah Ringer,M. Night Shyamalan,Action,USA,M. Night Shyamalan,PG,4.2,2010,7-1-2010,103
5267,The Oxford Murders,Elijah Wood,Álex de la Iglesia,Crime,Spain,Álex de la Iglesia,R,6.1,2008,7-2-2010,104
5268,Thirst,Kang-ho Song,Seo-kyeong Jeong,Drama,South Korea,Chan-wook Park,R,7.2,2009,7-9-2010,133
5269,Despicable Me,Steve Carell,Cinco Paul,Animation,USA,Pierre Coffin,PG,7.7,2010,7-9-2010,95
5270,Predators,Adrien Brody,Alex Litvak,Action,USA,Nimród Antal,R,6.4,2010,7-9-2010,107
5271,The Sorcerer's Apprentice,Nicolas Cage,Lawrence Konner,Action,USA,Jon Turteltaub,PG,6.1,2010,7-14-2010,109
5272,Inception,Leonardo DiCaprio,Christopher Nolan,Action,USA,Christopher Nolan,PG-13,8.8,2010,7-16-2010,148
5273,Winter's Bone,Jennifer Lawrence,Debra Granik,Drama,USA,Debra Granik,R,7.2,2010,7-16-2010,100
5274,Cyrus,John C. Reilly,Mark Duplass,Comedy,USA,Jay Duplass,R,6.3,2010,7-16-2010,91
5275,The Burning Plain,Charlize Theron,Guillermo Arriaga,Crime,USA,Guillermo Arriaga,R,6.8,2008,7-23-2010,107
5276,I Am Love,Tilda Swinton,Barbara Alberti,Drama,Italy,Luca Guadagnino,R,7,2009,7-23-2010,120
5277,Salt,Angelina Jolie,Kurt Wimmer,Action,USA,Phillip Noyce,PG-13,6.4,2010,7-23-2010,100
5278,Ramona and Beezus,Joey King,Laurie Craig,Adventure,USA,Elizabeth Allen Rosenbaum,G,6.7,2010,7-23-2010,100
5279,Centurion,Michael Fassbender,Neil Marshall,Action,UK,Neil Marshall,R,6.4,2010,7-30-2010,97
5280,Charlie St. Cloud,Zac Efron,Craig Pearce,Drama,USA,Burr Steers,PG-13,6.5,2010,7-30-2010,100
5281,Dinner for Schmucks,Steve Carell,David Guion,Comedy,USA,Jay Roach,PG-13,5.9,2010,7-30-2010,114
5282,The Kids Are All Right,Annette Bening,Lisa Cholodenko,Comedy,USA,Lisa Cholodenko,R,7.1,2010,7-30-2010,106
5283,Cats & Dogs: The Revenge of Kitty Galore,Bette Midler,Ron J. Friedman,Action,USA,Brad Peyton,PG,4.3,2010,7-30-2010,100
5284,The Man from Nowhere,Bin Won,Jeong-beom Lee,Action,South Korea,Jeong-beom Lee,R,7.8,2010,8-5-2010,119
5285,Middle Men,Luke Wilson,George Gallo,Comedy,USA,George Gallo,R,6.6,2009,8-6-2010,105
5286,The Other Guys,Will Ferrell,Adam McKay,Action,USA,Adam McKay,PG-13,6.7,2010,8-6-2010,107
5287,Step Up 3D,Sharni Vinson,Amy Andelson,Drama,USA,Jon M. Chu,PG-13,6.2,2010,8-6-2010,107
5288,Twelve,Chace Crawford,Jordan Melamed,Action,USA,Joel Schumacher,R,5.7,2010,8-6-2010,100
5289,I Saw the Devil,Byung-hun Lee,Jee-woon Kim,Action,South Korea,Jee-woon Kim,NOT RATED,7.8,2010,8-12-2010,141
5290,Scott Pilgrim vs. the World,Michael Cera,Michael Bacall,Action,USA,Edgar Wright,PG-13,7.5,2010,8-13-2010,112
5291,The Expendables,Sylvester Stallone,Dave Callaham,Action,USA,Sylvester Stallone,R,6.5,2010,8-13-2010,103
5292,Eat Pray Love,Julia Roberts,Ryan Murphy,Drama,USA,Ryan Murphy,PG-13,5.7,2010,8-13-2010,133
5293,Vampires Suck,Jenn Proske,Jason Friedberg,Adventure,USA,Jason Friedberg,PG-13,3.5,2010,8-18-2010,82
5294,Nanny McPhee Returns,Emma Thompson,Emma Thompson,Comedy,UK,Susanna White,PG,6.1,2010,8-20-2010,109
5295,Piranha 3D,Elisabeth Shue,Pete Goldfinger,Comedy,USA,Alexandre Aja,R,5.5,2010,8-20-2010,88
5296,The Switch,Jennifer Aniston,Allan Loeb,Comedy,USA,Josh Gordon,PG-13,6.1,2010,8-20-2010,100
5297,The Girl Who Played with Fire,Noomi Rapace,Jonas Frykberg,Crime,Sweden,Daniel Alfredson,R,7.2,2009,8-27-2010,129
5298,Get Low,Robert Duvall,Chris Provenzano,Drama,USA,Aaron Schneider,PG-13,7.1,2009,8-27-2010,103
5299,Takers,Chris Brown,Peter Allen,Action,USA,John Luessenhop,PG-13,6.2,2010,8-27-2010,107
5300,El último exorcismo,Patrick Fabian,Huck Botko,Drama,France,Daniel Stamm,PG-13,5.6,2010,8-27-2010,87
5301,The American,George Clooney,Rowan Joffe,Crime,USA,Anton Corbijn,R,6.3,2010,9-1-2010,105
5302,Machete,Danny Trejo,Robert Rodriguez,Action,USA,Ethan Maniquis,R,6.6,2010,9-3-2010,105
5303,Going the Distance,Drew Barrymore,Geoff LaTulippe,Comedy,USA,Nanette Burstein,R,6.3,2010,9-3-2010,100
5304,Hunger,Stuart Graham,Enda Walsh,Biography,Ireland,Steve McQueen,NOT RATED,7.6,2008,9-10-2010,96
5305,Agora,Rachel Weisz,Alejandro Amenábar,Adventure,Spain,Alejandro Amenábar,R,7.2,2009,9-10-2010,127
5306,Beyond a Reasonable Doubt,Jesse Metcalfe,Peter Hyams,Crime,USA,Peter Hyams,PG-13,5.9,2009,9-10-2010,106
5307,Flipped,Madeline Carroll,Rob Reiner,Comedy,USA,Rob Reiner,PG,7.7,2010,9-10-2010,100
5308,Resident Evil: Afterlife,Milla Jovovich,Paul W.S. Anderson,Action,Germany,Paul W.S. Anderson,R,5.9,2010,9-10-2010,96
5309,Tamara Drewe,Gemma Arterton,Posy Simmonds,Comedy,UK,Stephen Frears,R,6.2,2010,9-10-2010,107
5310,The Town,Ben Affleck,Peter Craig,Crime,USA,Ben Affleck,R,7.6,2010,9-17-2010,125
5311,Easy A,Emma Stone,Bert V. Royal,Comedy,USA,Will Gluck,PG-13,7.1,2010,9-17-2010,92
5312,Devil,Chris Messina,Brian Nelson,Horror,USA,John Erick Dowdle,PG-13,6.3,2010,9-17-2010,80
5313,Alpha and Omega,Hayden Panettiere,Chris Denk,Animation,USA,Anthony Bell,PG,5.3,2010,9-17-2010,90
5314,World's Greatest Dad,Robin Williams,Bobcat Goldthwait,Comedy,USA,Bobcat Goldthwait,R,6.9,2009,9-24-2010,99
5315,You Again,Kristen Bell,Moe Jelline,Comedy,USA,Andy Fickman,PG,5.8,2010,9-24-2010,100
5316,Wall Street: Money Never Sleeps,Shia LaBeouf,Allan Loeb,Drama,USA,Oliver Stone,PG-13,6.2,2010,9-24-2010,133
5317,Legend of the Guardians: The Owls of Ga'Hoole,Jim Sturgess,John Orloff,Animation,USA,Zack Snyder,PG,7,2010,9-24-2010,97
5318,13 Assassins,Kôji Yakusho,Kaneo Ikegami,Action,Japan,Takashi Miike,R,7.6,2010,9-25-2010,141
5319,Case 39,Renée Zellweger,Ray Wright,Horror,USA,Christian Alvart,R,6.2,2009,10-1-2010,109
5320,Arthur and the Revenge of Maltazard,Freddie Highmore,Patrice Garcia,Animation,France,Luc Besson,PG,5.3,2009,10-1-2010,93
5321,The Social Network,Jesse Eisenberg,Aaron Sorkin,Biography,USA,David Fincher,PG-13,7.7,2010,10-1-2010,120
5322,Let Me In,Kodi Smit-McPhee,Matt Reeves,Drama,UK,Matt Reeves,R,7.2,2010,10-1-2010,116
5323,Kaboom,Thomas Dekker,Gregg Araki,Comedy,USA,Gregg Araki,UNRATED,5.7,2010,10-6-2010,86
5324,Life as We Know It,Katherine Heigl,Ian Deitchman,Comedy,USA,Greg Berlanti,PG-13,6.6,2010,10-8-2010,100
5325,It's Kind of a Funny Story,Keir Gilchrist,Anna Boden,Comedy,USA,Anna Boden,PG-13,7.1,2010,10-8-2010,101
5326,Secretariat,Diane Lane,Mike Rich,Biography,USA,Randall Wallace,PG,7.2,2010,10-8-2010,123
5327,Elite Squad: The Enemy Within,Wagner Moura,Bráulio Mantovani,Action,Brazil,José Padilha,UNRATED,8.1,2010,10-8-2010,115
5328,My Soul to Take,Max Thieriot,Wes Craven,Horror,USA,Wes Craven,R,4.8,2010,10-8-2010,100
5329,Nowhere Boy,Aaron Taylor-Johnson,Matt Greenhalgh,Biography,UK,Sam Taylor-Johnson,R,7.2,2009,10-15-2010,98
5330,RED,Bruce Willis,Jon Hoeber,Action,USA,Robert Schwentke,PG-13,7.1,2010,10-15-2010,111
5331,Never Let Me Go,Keira Knightley,Kazuo Ishiguro,Drama,UK,Mark Romanek,R,7.2,2010,10-15-2010,103
5332,Sepultado,Ryan Reynolds,Chris Sparling,Drama,Spain,Rodrigo Cortés,R,7,2010,10-15-2010,95
5333,Little White Lies,François Cluzet,Guillaume Canet,Comedy,France,Guillaume Canet,NOT RATED,7.1,2010,10-20-2010,134
5334,Hereafter,Matt Damon,Peter Morgan,Drama,USA,Clint Eastwood,PG-13,6.5,2010,10-22-2010,129
5335,You Will Meet a Tall Dark Stranger,Anthony Hopkins,Woody Allen,Comedy,USA,Woody Allen,R,6.3,2010,10-22-2010,100
5336,Paranormal Activity 2,Katie Featherston,Michael R. Perry,Horror,USA,Tod Williams,R,5.7,2010,10-22-2010,91
5337,Stone,Edward Norton,Angus MacLachlan,Drama,USA,John Curran,R,5.4,2010,10-22-2010,105
5338,Saw 3D: The Final Chapter,Tobin Bell,Patrick Melton,Horror,Canada,Kevin Greutert,R,5.6,2010,10-29-2010,90
5339,Megamind,Will Ferrell,Alan Schoolcraft,Animation,USA,Tom McGrath,PG,7.3,2010,11-5-2010,95
5340,Due Date,Robert Downey Jr.,Alan R. Cohen,Comedy,USA,Todd Phillips,R,6.6,2010,11-5-2010,95
5341,Conviction,Hilary Swank,Pamela Gray,Biography,USA,Tony Goldwyn,R,7.2,2010,11-5-2010,107
5342,For Colored Girls,Janet Jackson,Tyler Perry,Drama,USA,Tyler Perry,R,6,2010,11-5-2010,100
5343,Red Hill,Ryan Kwanten,Patrick Hughes,Thriller,Australia,Patrick Hughes,R,6.4,2010,11-5-2010,95
5344,Morning Glory,Rachel McAdams,Aline Brosh McKenna,Comedy,USA,Roger Michell,PG-13,6.5,2010,11-10-2010,100
5345,Rubber,Stephen Spinella,Quentin Dupieux,Comedy,France,Quentin Dupieux,R,5.8,2010,11-10-2010,82
5346,The Girl Who Kicked the Hornet's Nest,Michael Nyqvist,Stieg Larsson,Crime,Sweden,Daniel Alfredson,R,7.3,2009,11-12-2010,147
5347,Unstoppable,Denzel Washington,Mark Bomback,Action,USA,Tony Scott,PG-13,6.8,2010,11-12-2010,98
5348,Skyline,Eric Balfour,Joshua Cordes,Action,USA,Colin Strause,PG-13,4.4,2010,11-12-2010,97
5349,Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe,Steve Kloves,Adventure,UK,David Yates,PG-13,7.7,2010,11-19-2010,146
5350,The Next Three Days,Russell Crowe,Paul Haggis,Crime,USA,Paul Haggis,PG-13,7.4,2010,11-19-2010,133
5351,The Way,Martin Sheen,Emilio Estevez,Adventure,Spain,Emilio Estevez,PG-13,7.4,2010,11-19-2010,100
5352,Guzaarish,Hrithik Roshan,Sanjay Leela Bhansali,Comedy,India,Sanjay Leela Bhansali,Not specified,7.5,2010,11-19-2010,126
5353,Tangled,Mandy Moore,Dan Fogelman,Animation,USA,Nathan Greno,PG,7.8,2010,11-24-2010,100
5354,Love & Other Drugs,Jake Gyllenhaal,Charles Randolph,Comedy,USA,Edward Zwick,R,6.7,2010,11-24-2010,112
5355,Burlesque,Cher,Steve Antin,Drama,USA,Steve Antin,PG-13,6.4,2010,11-24-2010,119
5356,Faster,Dwayne Johnson,Tony Gayton,Action,USA,George Tillman Jr.,R,6.5,2010,11-24-2010,98
5357,London Boulevard,Colin Farrell,William Monahan,Crime,USA,William Monahan,R,6.2,2010,11-26-2010,103
5358,Fair Game,Naomi Watts,Jez Butterworth,Biography,USA,Doug Liman,PG-13,6.8,2010,12-3-2010,108
5359,The Warrior's Way,Dong-gun Jang,Sngmoo Lee,Action,New Zealand,Sngmoo Lee,R,6.3,2010,12-3-2010,100
5360,Tucker and Dale vs Evil,Tyler Labine,Eli Craig,Comedy,Canada,Eli Craig,R,7.6,2010,12-9-2010,89
5361,The Tourist,Johnny Depp,Florian Henckel von Donnersmarck,Action,USA,Florian Henckel von Donnersmarck,PG-13,6,2010,12-10-2010,103
5362,The Chronicles of Narnia: The Voyage of the Dawn Treader,Ben Barnes,Christopher Markus,Adventure,USA,Michael Apted,PG,6.3,2010,12-10-2010,113
5363,Norwegian Wood,Ken'ichi Matsuyama,Haruki Murakami,Drama,Japan,Tran Anh Hung,NOT RATED,6.4,2010,12-11-2010,133
5364,Black Swan,Natalie Portman,Mark Heyman,Drama,USA,Darren Aronofsky,R,8,2010,12-17-2010,108
5365,TRON: Legacy,Jeff Bridges,Edward Kitsis,Action,USA,Joseph Kosinski,PG,6.8,2010,12-17-2010,100
5366,The Fighter,Mark Wahlberg,Scott Silver,Biography,USA,David O. Russell,R,7.8,2010,12-17-2010,116
5367,How Do You Know,Reese Witherspoon,James L. Brooks,Comedy,USA,James L. Brooks,PG-13,5.4,2010,12-17-2010,100
5368,The Killer Inside Me,Casey Affleck,John Curran,Crime,USA,Michael Winterbottom,R,6.1,2010,12-17-2010,109
5369,Yogi Bear,Dan Aykroyd,J.R. Ventimilia,Animation,USA,Eric Brevig,PG,4.6,2010,12-17-2010,100
5370,The Last Circus,Carlos Areces,Álex de la Iglesia,Comedy,Spain,Álex de la Iglesia,R,6.6,2010,12-17-2010,107
5371,True Grit,Jeff Bridges,Joel Coen,Adventure,USA,Ethan Coen,PG-13,7.6,2010,12-22-2010,110
5372,Little Fockers,Ben Stiller,John Hamburg,Comedy,USA,Paul Weitz,PG-13,5.5,2010,12-22-2010,98
5373,The King's Speech,Colin Firth,David Seidler,Biography,UK,Tom Hooper,R,8,2010,12-25-2010,118
5374,Gulliver's Travels,Jack Black,Joe Stillman,Adventure,USA,Rob Letterman,PG,4.9,2010,12-25-2010,85
5375,Even the Rain,Gael García Bernal,Paul Laverty,Drama,Spain,Icíar Bollaín,UNRATED,7.5,2010,1-5-2011,103
5376,Love Ranch,Helen Mirren,Mark Jacobson,Biography,USA,Taylor Hackford,R,5.7,2010,1-6-2011,100
5377,Una pareja dispareja,Jim Carrey,John Requa,Biography,France,Glenn Ficarra,R,6.6,2009,1-7-2011,102
5378,The Tempest,Helen Mirren,Julie Taymor,Comedy,USA,Julie Taymor,PG-13,5.4,2010,1-7-2011,110
5379,Country Strong,Garrett Hedlund,Shana Feste,Drama,USA,Shana Feste,PG-13,6.3,2010,1-7-2011,117
5380,Casino Jack,Kevin Spacey,Norman Snider,Biography,Canada,George Hickenlooper,R,6.2,2010,1-7-2011,108
5381,Season of the Witch,Nicolas Cage,Bragi F. Schut,Action,USA,Dominic Sena,PG-13,5.4,2011,1-7-2011,95
5382,Henry's Crime,Keanu Reeves,Sacha Gervasi,Comedy,USA,Malcolm Venville,R,6,2010,1-14-2011,108
5383,The Dilemma,Vince Vaughn,Allan Loeb,Comedy,USA,Ron Howard,PG-13,5.3,2011,1-14-2011,111
5384,The Green Hornet,Seth Rogen,Seth Rogen,Action,USA,Michel Gondry,PG-13,5.8,2011,1-14-2011,100
5385,The Way Back,Jim Sturgess,Keith R. Clarke,Adventure,USA,Peter Weir,PG-13,7.3,2010,1-21-2011,133
5386,Somewhere,Stephen Dorff,Sofia Coppola,Comedy,USA,Sofia Coppola,R,6.3,2010,1-21-2011,97
5387,No Strings Attached,Natalie Portman,Elizabeth Meriwether,Comedy,USA,Ivan Reitman,R,6.2,2011,1-21-2011,108
5388,The Housemaid,Do-yeon Jeon,Ki-young Kim,Drama,South Korea,Sang-soo Im,NOT RATED,6.5,2010,1-26-2011,106
5389,Fish Tank,Katie Jarvis,Andrea Arnold,Drama,UK,Andrea Arnold,NOT RATED,7.3,2009,1-28-2011,123
5390,Blue Valentine,Ryan Gosling,Derek Cianfrance,Drama,USA,Derek Cianfrance,R,7.4,2010,1-28-2011,112
5391,127 Hours,James Franco,Danny Boyle,Adventure,USA,Danny Boyle,R,7.6,2010,1-28-2011,94
5392,Rabbit Hole,Nicole Kidman,David Lindsay-Abaire,Drama,USA,John Cameron Mitchell,PG-13,7,2010,1-28-2011,91
5393,The Mechanic,Jason Statham,Richard Wenk,Action,USA,Simon West,R,6.6,2011,1-28-2011,93
5394,The Rite,Colin O'Donoghue,Michael Petroni,Drama,USA,Mikael Håfström,PG-13,6,2011,1-28-2011,114
5395,Bullhead,Matthias Schoenaerts,Michaël R. Roskam,Crime,Belgium,Michaël R. Roskam,R,7.4,2011,2-2-2011,129
5396,Biutiful,Javier Bardem,Alejandro González Iñárritu,Drama,Mexico,Alejandro González Iñárritu,R,7.5,2010,2-4-2011,148
